TAGNT Mat-Jhn - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
TAGNT Act-Rev - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
(This is saved as 2  files because a single file too large for Hithub)
=================================================
All the words from standard Greek editions (NA27/28, TR, SBL, TH, Byz, WH, Treg) with translations, grammar, sources & variants marked with significance
=================================================================================================
Further explanation at: 	https://docs.google.com/document/d/1a24mPFzfAEkDbGvNXvmTzVk5NawntoEozYYAgzM5VmE/preview	
Spreadsheet version at: 	https://docs.google.com/spreadsheets/d/16Y1OCgWcqZndmWP3CA3YfYMPjwxIRb0UMQt-cSS8Wdw/edit#gid=0	
Word version at:	https://drive.google.com/file/d/1kSPJdBuRARV8bNIMK0T1B5MomWnL77ak/view?usp=sharing

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

=======================================================================

Summary of words included in the Amalgamated Greek NT:
=====================================
WORD TYPES:	USAGE IN BIBLES			EDITIONS				
=NA same TR	133304 words are translated in both traditional KJV and modern Bibles.			NA27/28 + TR + others all having the same meaning				
=NA diff TR	3922 words may translate differently in traditional and modern Bibles.			NA27/28 + others having the same meaning but there are.also .. 				| Variants = different meanings in TR + others
=NA not TR	761 words are translated in most modern Bibles but not in the KJV.			NA27/28 + others having the same meaning but not TR				
=TR+NIV/ESV not NA	227 words are translated in the KJV and in some modern Bibles.			TR + others having the same meaning but not NA27/28				
=TR not NA,NIV/ESV	3573 words are translated in the KJV but not in most modern Bibles.			TR + others having the same meaning but not NA27/28				
Not in NA or TR	245 words occur in early manuscripts but not translated in most Bibles.			Others having a word that is not found in TR or NA27/28				


FIELD DESCRIPTIONS:
==============

Ref: Versification used by SBL and all modern texts. Significantly different from KJV at Mat.17.14; 20.4; Mrk.3.19; 12.15; Luk.1.74; 6.17; 7.19; Act.2.10; 3.19; 4.6; 5.40; 9.29; 13.39; 19.41; 24.18; Rom.7.9; 9.11; 2Co.1.6; 8.13; 10.5; 13.13; 13.14; Gal.2.20; Eph.1.11; 2.15; 5.13; Php.2.8; Col.1.21; 1Th.1.3; 2.6; 2.11; Heb.3.9; 7.21; 12.23; 1Pe.3.15; Rev.2.27; 13.1; 17.10; 
Word Type: Source of the word, privileging NA, then TR. 
Greek: spelling based on NA28 for NA, then TR if not in NA, then other Eds if in neither.  Cases and final accents based on the punctuation which follows THGHT
English is based on Berean Study Bible, with permission, as at 1-July02019. This covered only NA words. Others supplied by Tyndale scholars, and the complete work was unified in many ways. 
Extended Strong: Extended with words not used in the KJV. Backwardly compatible with standard Strongs and NASB tagging, as defined in the Brief Lexicon at https://STEPBible\.github.io/STEPBible-Data/
Morphology: Based on James Tuaber, with addtional details by Tyndale scholars: persons added to Personal, Reflexive and Possessive pronouns; distinguish 2nd verbal forms (e.g. 2nd Aorist); distinguished betweeen "Passive", "Either middle or Passive", "Deponent"
 - some changes have been made, including: 
	ἐμοῦ  A-GSMN => P-1GS @ Jhn.016.015
	ευθυς =G2117 A-MNSM "straight" => G2112 ADV "immediately" @ Mat.003.016; Mat.013.20; Mat.013.21; Mrk.001.012; Mrk.001.028; Jhn.013.032; Jhn.019.034; Jhn.021.003
	V-PAI-3P changed to V-PAP-DPM except for  εισι[ν] (G1510) which is V-PAI-3P while οὖσι[ν] (G1510) is V-PAP-DPM
	τίς etc changed from I-NSM etc to X-MNSM etc at Act.025.014; 1Co.010.019; Heb.010.025, 27, 28; 11.040; 12.15x2, 16; 13.002; Jas.001.005, 7, 18, 23, 26; 2.014, 16, 18; 3.002; 5.013x2, 14x2; 5.019x2; 1Pe.002.019
	G4302 changed to G4277 when προειπον  is used, ie 45_Act.001.016-A, 49_Gal.005.021-A, 53_1Th.004.006-A
	G4302 changed to G4280 when προερέω is used, ie 41_Mat.024.025-A, 42_Mrk.013.023-INSTW, 42_Mrk.013.023-B, 46_Rom.009.029-A, 48_2Co.007.003-A, 48_2Co.013.002-A, 49_Gal.001.009-A, 59_Heb.004.007-IMNSTW, 59_Heb.010.015-B, 62_2Pe.003.002-A, 66_Jud.001.017-A, 
	ποῦ =G4225 => G4226 at 42_Mrk.015.047-A, 44_Jhn.001.039-A, 63_1Jn.002.011-A
Lexical form & Gloss: from the TBESG - Tyndale Brief lexicon of Extended Strongs for Greek at https://STEPBible\.github.io/STEPBible-Data/
Editions: those which use the same letters, though they may be accented or capitalised differently. Byz=Byzantine based on RP;  NA27=Nestle-Aland 27th ed; NA28 2012 (this is NOT the same as ECM Acts - see eg Act.1.10 ἐσθῆτι in ECM); TR= Textus Receptus; SBL= SBLGNT; Treg= Tregelles; WH= WH;  Tyn= Tyndale House GNT. 
Spanish is based on  Marvel Bible Project as on 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale scholars.
Sub-meanings: words with more than one meaning are supplied with a context-sensitive sub-meaning. Individuals and Places are identified as in TIPNR. Other are based on CSG (Context Sensitive Gloss) from Marvel Bible Project as at 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale House who also edited the CSG for words where sub-meanings  were not sufficiently detailed. 
Conjoined data: links words that might not be translated (eg articles and particles) with the word they are connected to, which are often separated by several other words. 


Reference + word	Word #	Greek	English Translation	Strongs	Grammar	Dictionary form	English gloss	Editions		Spelling variants	Meaning variants	Spanish Translation	Sub-meaning	Super-meaning	Conjoin word
# Mrk.10.46	Καὶ	ἔρχονται	εἰς	Ἰεριχώ.	καὶ	ἐκπορευομένου	αὐτοῦ	ἀπὸ	Ἰεριχὼ	καὶ	τῶν				
#_Translation	And	they come	to	Jericho.	And	when was going out	He	from	Jericho —	and	the				
#_Word=Grammar	G2532=CONJ	G2064=V-PNI-3P	G1519=PREP	G2410=N-ASF-L	G2532=CONJ	G1607=V-PNP-GSM	G0846=P-GSM	G0575=PREP	G2410=N-GSF-L	G2532=CONJ	G3588=T-GPM				
#_Non-NA variants															
#_Mrk.10.46 cont.	μαθητῶν	αὐτοῦ	καὶ	ὄχλου	ἱκανοῦ	ὁ	υἱὸς	Τιμαίου	Βαρτιμαῖος,	ὁ	τυφλὸς				
#_Translation	disciples	of Him,	and	a crowd	large —	the	son	of Timaeus,	Bartimaeus,	the	blind				
#_Word=Grammar	G3101=N-GPM	G0846=P-GSM	G2532=CONJ	G3793=N-GSM	G2425=A-GSM	G3588=T-NSM	G5207=N-NSM	G5090=N-GSM-P	G0924=N-NSM-P	G3588=T-NSM	G5185=A-NSM				
#_Non-NA variants															
#_Mrk.10.46 cont.	προσαίτης,	ἐκάθητο	παρὰ	τὴν	ὁδόν.										
#_Translation	beggar,	was sitting	beside	the	road.										
#_Word=Grammar	G6075=N-NSM	G2521=V-INI-3S	G3844=PREP	G3588=T-ASF	G3598=N-ASF										
#_Non-NA variants	 | >4:TR+Byz+NIV = προσαιτῶν = "begging" = G4319 = V-PAP-NSM 														
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.046	=NA same TR ~~	Καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.046	=NA same TR ~~	ἔρχονται	they come	G2064	V-PNI-3P	ἔρχομαι	to come/go	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔρχονται		están viniendo	to come			
42_Mrk.010.046	=NA same TR ~~	εἰς	to	G1519	PREP	εἰς	toward	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	εἰς		hacia dentro	to			
42_Mrk.010.046	=NA same TR ~~	Ἰεριχώ.	Jericho.	G2410	N-ASF-L	Ἱεριχώ	Jericho	NA27+NA28+SBL+Treg+TR+Byz+NIV ; WH ; Tyn	ἰεριχώ ; ἰερειχώ ; ἱερειχώ		Jericó	Jericho§Jericho@Num.22.1			
42_Mrk.010.046	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.046	=NA same TR ~~	ἐκπορευομένου	when was going out	G1607	V-PNP-GSM	ἐκπορεύω	to depart	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκπορευομένου		estando yendo en camino hacia fuera	to come out			
42_Mrk.010.046	=NA same TR ~~	αὐτοῦ	He	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		él	of him		«012:G1607	
42_Mrk.010.046	=NA same TR ~~	ἀπὸ	from	G0575	PREP	ἀπό	away from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀπὸ		desde	from			
42_Mrk.010.046	=NA same TR ~~	Ἰεριχὼ	Jericho —	G2410	N-GSF-L	Ἱεριχώ	Jericho	NA27+NA28+SBL+Treg+TR+Byz+NIV ; WH ; Tyn	ἰεριχὼ ; ἰερειχὼ ; ἱερειχὼ		Jericó	Jericho§Jericho@Num.22.1			
42_Mrk.010.046	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.046	=NA same TR ~~	τῶν	the	G3588	T-GPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῶν		los	the		»024:G3101	
42_Mrk.010.046	=NA same TR ~~	μαθητῶν	disciples	G3101	N-GPM	μαθητής	disciple	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαθητῶν		aprendices	disciples			
42_Mrk.010.046	=NA same TR ~~	αὐτοῦ	of Him,	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«024:G3101	
42_Mrk.010.046	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.046	=NA same TR ~~	ὄχλου	a crowd	G3793	N-GSM	ὄχλος	crowd	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὄχλου		muchedumbre	crowd			
42_Mrk.010.046	=NA same TR ~~	ἱκανοῦ	large —	G2425	A-GSM	ἱκανός	sufficient	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἱκανοῦ		suficiente	sufficient			
42_Mrk.010.046	=NA not TR ⁽⁾	ὁ	the	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+NIV	ὁ		el	the		»036:G5207	
42_Mrk.010.046	=NA same TR ~~	υἱὸς	son	G5207	N-NSM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	υἱὸς		hijo	son			
42_Mrk.010.046	=NA same TR ~~	Τιμαίου	of Timaeus,	G5090	N-GSM-P	Τιμαῖος	Timaeus	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τιμαίου		de Timeo	Timaeus§Timaeus@Mrk.10.46			
42_Mrk.010.046	=NA same TR ~~	Βαρτιμαῖος,	Bartimaeus,	G0924	N-NSM-P	Βαρτιμαῖος	Bartimaeus	NA27+NA28+Tyn+SBL+Treg+TR+Byz+NIV , WH	βαρτιμαῖος , βαρτίμαιος		Bartimeo	Bartimaeus§Bartimaeus@Mrk.10.46			
42_Mrk.010.046	=TR not NA or NIV/ESV «»	ὁ	the	G3588	T-NSM	ὁ	the/this/who	TR+Byz	ὁ		el	the		»044:G6075	
42_Mrk.010.046	=NA same TR ~~	τυφλὸς	blind	G5185	A-NSM	τυφλός	blind	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τυφλὸς		ciego	blind			
42_Mrk.010.046	=NA diff TR ˹˺	προσαίτης,	beggar,	G6075	N-NSM	προσαίτης	a beggar	NA27+NA28+Tyn+SBL+WH+Treg+ESV	προσαίτης	 | >4:TR+Byz+NIV = προσαιτῶν = "begging" = G4319 = V-PAP-NSM 	mendigo	a beggar			
42_Mrk.010.046	=NA same TR ~~	ἐκάθητο	was sitting	G2521	V-INI-3S	κάθημαι	to sit	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκάθητο		estaba sentado	to sit			
42_Mrk.010.046	=NA same TR ~~	παρὰ	beside	G3844	PREP	παρά	from with	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	παρὰ		al lado de	beside			
42_Mrk.010.046	=NA same TR ~~	τὴν	the	G3588	T-ASF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὴν		el	the		»052:G3598	
42_Mrk.010.046	=NA same TR ~~	ὁδόν.	road.	G3598	N-ASF	ὁδός	road	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁδόν		camino	road			
															
															
# Mrk.10.47	καὶ	ἀκούσας	ὅτι	Ἰησοῦς	ὁ	Ναζαρηνός	ἐστιν,	ἤρξατο	κράζειν	καὶ	λέγειν·				
#_Translation	And	having heard	that	Jesus	<the>	of Nazareth	it is,	he began	to cry out	and	to say,				
#_Word=Grammar	G2532=CONJ	G0191=V-AAP-NSM	G3754=CONJ	G2424=N-NSM-P	G3588=T-NSM	G3479=A-NSM-LG	G1510=V-PAI-3S	G0757=V-ADI-3S	G2896=V-PAN	G2532=CONJ	G3004=V-PAN				
#_Non-NA variants						 | TR+Byz = ναζωραῖός = "Nazareth" = G3478 = N-NSM-LG 									
#_Mrk.10.47 cont.	ὁ	υἱὲ	Δαυὶδ	Ἰησοῦ,	ἐλέησόν	με.									
#_Translation	O	Son	of David,	Jesus,	do have mercy on	me.									
#_Word=Grammar	G3588=T-VSM	G5207=N-VSM	G1138=N-GSM-P	G2424=N-VSM-P	G1653=V-AAM-2S	G1473=P-1AS									
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.047	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.047	=NA same TR ~~	ἀκούσας	having heard	G0191	V-AAP-NSM	ἀκούω	to hear	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀκούσας		habiendo oído	to hear			
42_Mrk.010.047	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«004:G0191	
42_Mrk.010.047	=NA same TR ~~	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰησοῦς		Jesús	Jesus§Jesus@Mat.1.1			
42_Mrk.010.047	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»012:G3479	
42_Mrk.010.047	=NA diff TR ˹˺	Ναζαρηνός	of Nazareth	G3479	A-NSM-LG	Ναζαρηνός	Nazarene	NA27+NA28+Tyn+SBL+WH+Treg+NIV	ναζαρηνός	 | TR+Byz = ναζωραῖός = "Nazareth" = G3478 = N-NSM-LG 	Nazareno	Nazarene§Nazareth@Mat.2.23			
42_Mrk.010.047	=NA same TR ~~	ἐστιν,	it is,	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐστιν		está siendo	to be			
42_Mrk.010.047	=NA same TR ~~	ἤρξατο	he began	G0757	V-ADI-3S	ἄρχω	be first	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἤρξατο		comenzó	be first			
42_Mrk.010.047	=NA same TR ~~	κράζειν	to cry out	G2896	V-PAN	κράζω	to cry	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	κράζειν		estar clamando a gritos	to cry			
42_Mrk.010.047	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.047	=NA same TR ~~	λέγειν·	to say,	G3004	V-PAN	λέγω	to speak	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λέγειν		estar diciendo	to speak§1_speak/ask			
42_Mrk.010.047	=TR not NA or NIV/ESV «»	ὁ	O	G3588	T-VSM	ὁ	the/this/who	TR+Byz	ὁ		el	the		»024:G5207	
42_Mrk.010.047	=NA same TR ~~	υἱὲ	Son	G5207	N-VSM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+NIV ; TR+Byz	υἱὲ ; υἱὸς		Hijo	son			
42_Mrk.010.047	=NA same TR ~~	Δαυὶδ	of David,	G1138	N-GSM-P	Δαυείδ, Δαυίδ, Δαβίδ	David	NA27+NA28+SBL+Treg+Byz+NIV ; TR ; Tyn+WH	δαυὶδ ; δαβὶδ ; δαυεὶδ		de David	David§David@Rut.4.17			
42_Mrk.010.047	=NA same TR ~~	Ἰησοῦ,	Jesus,	G2424	N-VSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰησοῦ		Jesús	Jesus§Jesus@Mat.1.1			
42_Mrk.010.047	=NA same TR ~~	ἐλέησόν	do have mercy on	G1653	V-AAM-2S	ἐλεέω, ἐλεάω	to have mercy	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐλέησόν		ten misericordia	to have mercy			
42_Mrk.010.047	=NA same TR ~~	με.	me.	G1473	P-1AS	ἐγώ	I/we	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	με		(de) mí	me		«030:G1653	
															
															
# Mrk.10.48	καὶ	ἐπετίμων	αὐτῷ	πολλοὶ	ἵνα	σιωπήσῃ.	ὁ	δὲ	πολλῷ	μᾶλλον	ἔκραζεν·				
#_Translation	And	were rebuking	him	many	that	he may be silent;	<the>	but	much	more	he was crying out,				
#_Word=Grammar	G2532=CONJ	G2008=V-IAI-3P	G0846=P-DSM	G4183=A-NPM	G2443=CONJ	G4623=V-AAS-3S	G3588=T-NSM	G1161=CONJ	G4183=A-DSN	G3123=ADV	G2896=V-IAI-3S				
#_Non-NA variants															
#_Mrk.10.48 cont.	υἱὲ	Δαυίδ,	ἐλέησόν	με.											
#_Translation	Son	of David,	do have mercy on	me.											
#_Word=Grammar	G5207=N-VSM	G1138=N-GSM-P	G1653=V-AAM-2S	G1473=P-1AS											
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.048	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.048	=NA same TR ~~	ἐπετίμων	were rebuking	G2008	V-IAI-3P	ἐπιτιμάω	to rebuke	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐπετίμων		estaban ordenando rigurosamente	to rebuke			
42_Mrk.010.048	=NA same TR ~~	αὐτῷ	him	G0846	P-DSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῷ		a él	to him		«004:G2008	
42_Mrk.010.048	=NA same TR ~~	πολλοὶ	many	G4183	A-NPM	πολύς	much	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πολλοὶ		muchos	much			
42_Mrk.010.048	=NA same TR ~~	ἵνα	that	G2443	CONJ	ἵνα	in order that/to	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἵνα		para que	in order that			
42_Mrk.010.048	=NA same TR ~~	σιωπήσῃ.	he may be silent;	G4623	V-AAS-3S	σιωπάω	be quiet	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	σιωπήσῃ		(se) silencie	be quiet			
42_Mrk.010.048	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»022:G2896	
42_Mrk.010.048	=NA same TR ~~	δὲ	but	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δὲ		pero	but			
42_Mrk.010.048	=NA same TR ~~	πολλῷ	much	G4183	A-DSN	πολύς	much	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πολλῷ		mucho	much			
42_Mrk.010.048	=NA same TR ~~	μᾶλλον	more	G3123	ADV	μᾶλλον	more	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μᾶλλον		aún más	more§1_more			
42_Mrk.010.048	=NA same TR ~~	ἔκραζεν·	he was crying out,	G2896	V-IAI-3S	κράζω	to cry	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔκραζεν		estaba clamando a gritos	to cry			
42_Mrk.010.048	=NA same TR ~~	υἱὲ	Son	G5207	N-VSM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	υἱὲ		Hijo	son			
42_Mrk.010.048	=NA same TR ~~	Δαυίδ,	of David,	G1138	N-GSM-P	Δαυείδ, Δαυίδ, Δαβίδ	David	NA27+NA28+SBL+Treg+Byz+NIV ; TR ; Tyn+WH	δαυίδ ; δαβίδ ; δαυείδ		de David	David§David@Rut.4.17			
42_Mrk.010.048	=NA same TR ~~	ἐλέησόν	do have mercy on	G1653	V-AAM-2S	ἐλεέω, ἐλεάω	to have mercy	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐλέησόν		ten misericordia	to have mercy			
42_Mrk.010.048	=NA same TR ~~	με.	me.	G1473	P-1AS	ἐγώ	I/we	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	με		(de) mí	me		«028:G1653	
															
															
# Mrk.10.49	καὶ	στὰς	ὁ	Ἰησοῦς	εἶπεν·	φωνήσατε	αὐτόν.	καὶ	φωνοῦσιν	τὸν	τυφλὸν				
#_Translation	And	having stopped,	<the>	Jesus	commanded	do call	him.	And	they call	the	blind [man],				
#_Word=Grammar	G2532=CONJ	G2476=V-2AAP-NSM	G3588=T-NSM	G2424=N-NSM-P	G2036=V-2AAI-3S	G5455=V-AAM-2P	G0846=P-ASM	G2532=CONJ	G5455=V-PAI-3P	G3588=T-ASM	G5185=A-ASM				
#_Non-NA variants						 | >1:TR+Byz = φωνηθῆναι = "to call" = G5455 = V-APN 									
#_Mrk.10.49 cont.	λέγοντες	αὐτῷ·	θάρσει,	ἔγειρε,	φωνεῖ	σε.									
#_Translation	saying	to him,	take courage!	do rise up	He calls	you.									
#_Word=Grammar	G3004=V-PAP-NPM	G0846=P-DSM	G2293=V-PAM-2S	G1453=V-PAM-2S	G5455=V-PAI-3S	G4771=P-2AS									
#_Non-NA variants				 | TR+Byz = ἔγειραι = "to raise up" = G1453 = V-AAN 											
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.049	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.049	=NA same TR ~~	στὰς	having stopped,	G2476	V-2AAP-NSM	ἵστημι	to stand	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	στὰς		habiendo parado	to stand			
42_Mrk.010.049	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»008:G2424	
42_Mrk.010.049	=NA same TR ~~	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰησοῦς		Jesús	Jesus§Jesus@Mat.1.1			
42_Mrk.010.049	=NA same TR ~~	εἶπεν·	commanded	G2036	V-2AAI-3S	ἔπω, ἐρῶ, εἶπον	to say	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	εἶπεν		dijo	to say			
42_Mrk.010.049	=NA diff TR ˹˺	φωνήσατε	do call	G5455	V-AAM-2P	φωνέω	to call	NA27+NA28+Tyn+SBL+WH+Treg+NIV	φωνήσατε	 | >1:TR+Byz = φωνηθῆναι = "to call" = G5455 = V-APN 	Emitan voz	to call			
42_Mrk.010.049	=NA same TR ~~	αὐτόν.	him.	G0846	P-ASM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτόν		a él	him		«012:G5455	
42_Mrk.010.049	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.049	=NA same TR ~~	φωνοῦσιν	they call	G5455	V-PAI-3P	φωνέω	to call	NA27+NA28+Tyn+NIV , SBL+WH+Treg+TR+Byz	φωνοῦσιν , φωνοῦσι		están emitiendo voz	to call			
42_Mrk.010.049	=NA same TR ~~	τὸν	the	G3588	T-ASM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸν		a el	the		»022:G5185	
42_Mrk.010.049	=NA same TR ~~	τυφλὸν	blind [man],	G5185	A-ASM	τυφλός	blind	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τυφλὸν		ciego	blind			
42_Mrk.010.049	=NA same TR ~~	λέγοντες	saying	G3004	V-PAP-NPM	λέγω	to speak	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λέγοντες		estando diciendo	to speak§1_speak/ask			
42_Mrk.010.049	=NA same TR ~~	αὐτῷ·	to him,	G0846	P-DSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῷ		a él	to him		«024:G3004	
